name,type,full_text,url,source
Local Ties,Campaign Trait,"Choose <a target=""_top"" href=""http://www.d20pfsrd.com/skills/disable-device"">Disable Device</a> or <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (engineering). You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on checks with this skill, and it is a class skill for you. In addition, you are treated as if you possessed the <a target=""_top"" href=""http://www.d20pfsrd.com/feats/general-feats/technologist"">Technologist</a> feat for the purposes of resolving checks associated with that skill. If you gain the <a target=""_top"" href=""http://www.d20pfsrd.com/feats/general-feats/technologist"">Technologist</a> feat, your <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> for the selected skill increases to +3.",http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/local-ties/,STR
Looking for Work,Campaign Trait,"Choose one of the following skills: <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/craft"">Craft</a> (any), <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perform"">Perform</a> (any), <a target=""_top"" href=""http://www.d20pfsrd.com/skills/profession"">Profession</a> (gambler), or <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perception"">Perception</a>. You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> in that skill, and that skill is always considered a class skill for you.",http://www.d20pfsrd.com/traits/campaign-traits/second-darkness/looking-for-work/,SDK
Love Lost,Campaign Trait,"Someone you loved was knifed to death in a dark alley one night. You were called to the scene by the guard to identify the body, and as rough as that was for you, you also noticed a ring was missing from the body. Whoever murdered your loved one stole that ring—you’re convinced of it. You’ve done some investigation on your own and recently found the ring for sale at a local merchant. Although, to your great frustration, you can’t afford yet to buy it back, the merchant did tell you from whom he purchased the ring. It seems likely this criminal is the one who killed your loved one, or at the very least knows who did. The only problem is finding him. Orphaned: The murder victim was your only surviving parent. You had to grow up fast to take care of your siblings or to handle your family’s matters and were forced from an early age to support yourself. You gain a +2 bonus on one of the following skills: Craft, Perform, or Profession. Widowed: The murder victim was a lover. With your lover’s death, a part of you died as well, leaving you haunted, grim, and prone to dark musings. You gain a +2 bonus on Intimidate checks.",http://www.d20pfsrd.com/traits/campaign-traits/curse-of-the-crimson-throne/love-lost/,CCT
Making Good on Promises,Campaign Trait,You gain a +2 trait bonus on saves against fear effects.,http://www.d20pfsrd.com/traits/campaign-traits/carrion-crown/making-good-on-promises/,CCR
Missing Child,Campaign Trait,"You suspect that a child you know has been abducted. Missing Sibling: The missing child is a brother or sister. Although everyone else has given up hope, you believe your sibling still lives out there. Your constant search for the missing sibling has developed into great skill at rumor mongering and finding information from others. Diplomacy and Sense Motive are always class skills for you. Missing Son or Daughter: The missing child is your own son or daughter, a niece or nephew, or the son or daughter of your superior or employer and one you had been charged with protecting. The child was abducted during a trip to the market or some other daily event. Long hours spent searching for rumors and your stubborn will to continue grant you a +1 bonus on Will saves.",http://www.d20pfsrd.com/traits/campaign-traits/curse-of-the-crimson-throne/missing-child/,CCT
Missionary,Campaign Trait,"Choose one of the following skills: <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (religion), <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perform"">Perform</a> (any), or <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a>. You gain a +1 trait bonus on checks using that skill, and it is always considered a class skill for you.",http://www.d20pfsrd.com/traits/campaign-traits/legacy-of-fire/missionary/,LOF
Monument Scholar,Campaign Trait,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (history) checks made in your home city . This bonus increases to +2 if the check relates to that city. Additionally, you gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on any skill check made to receive a boon from one of the cities magically imbued monuments.",http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/monument-scholar/,STR
Mummy-Cursed,Campaign Trait,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against curses and curse effects (including <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listings/undead/mummy"">mummy</a> rot and spells with the <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Magic-Descriptor-Curse"">curse descriptor</a>) and a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against a <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listings/undead/mummy"">mummy's</a> aura of despair.",http://www.d20pfsrd.com/traits/campaign-traits/mummy-s-mask/mummy-cursed/,MUM
Native,Campaign Trait,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a> checks, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a> is a class skill for you. In addition, your familiarity with the pirate's life allows you to make untrained <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (local) checks regarding pirates or the region.",http://www.d20pfsrd.com/traits/campaign-traits/skull-shackles/native/,SAS
Natural Born Sailor,Campaign Trait,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perception"">Perception</a> and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/profession"">Profession</a> (sailor) checks. In addition, once per week you can reroll a <a target=""_top"" href=""http://www.d20pfsrd.com/skills/profession"">Profession</a> (sailor) check and take the higher result (you must announce that you are using this ability before the results of the check are known).",http://www.d20pfsrd.com/traits/campaign-traits/skull-shackles/natural-born-sailor/,SAS
Necropolis Native,Campaign Trait,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saves against fear effects. In addition, your knowledge of the city grants you a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (local) checks, and that skill is always a class skill for you.",http://www.d20pfsrd.com/traits/campaign-traits/mummy-s-mask/necropolis-native/,MUM
Noble Born,Campaign Trait,"Choose one of the following: <ul> <li>You ignore the movement penalty for the first 5 feet of rocky difficult terrain you move through per round. This applies only to terrain made difficult by rocks or ruins. In addition, you gain a +2 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/appraise"">Appraise</a> checks to assess the value of natural stones or metals. Your family motto is “ Strong as the Mountains. ”</li> <li>You gain one of the following languages as a bonus language: Dwarven, Elven, Gnome, Giant, Halfling, Skald, or Sylvan. Your family motto is “ Success through Grace. ”</li> <li>You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/swim"">Swim</a> checks, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/swim"">Swim</a> is always treated as a class skill for you. Your family motto is “ The Waters, Our Fields. ”</li> <li>You gain a +2 trait bonus on all <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks made to deal with <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Fey"">fey</a> creatures and a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Will"">Will</a> saves made against their spells and <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Supernatural-Abilities-Su-"">supernatural</a> abilities. Your family motto is “ Endurance Overcomes All. ”</li> <li>You gain a +1 trait bonus on your CMD. In addition, choose <a target=""_top"" href=""http://www.d20pfsrd.com/skills/acrobatics"">Acrobatics</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a>, or <a target=""_top"" href=""http://www.d20pfsrd.com/skills/stealth"">Stealth</a>—you gain a +1 trait bonus on this skill. Your family motto is “ High Above. ”</li> <li>You deal +2 damage when attacking a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/conditions#TOC-Flat-Footed"">flat-footed</a> opponent while wielding a light or one-handed weapon. Your family motto is “ Ours is the Right. ”</li> </ul>",http://www.d20pfsrd.com/traits/campaign-traits/kingmaker/noble-born/,KNG
Nontraditional Native,Campaign Trait,"You gain either: <ul> <li>A +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (geography) checks made relating to a specific city and a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on damage rolls made during the <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Surprise"">surprise</a> round when you're wielding a bladed scarf or <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/weapons/weapon-descriptions/starknife"">starknife</a>.</li> <li>A +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> checks made while in a specific city and gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on rolls to confirm critical hits made using an <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/weapons/weapon-descriptions/earth-breaker"">earth breaker</a> or a <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/weapons/weapon-descriptions/klar"">klar</a>. </li> </ul>",http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/nontraditional-native/,STR
On the Payroll,Campaign Trait,You begin play with an additional 150 gp in starting wealth.,http://www.d20pfsrd.com/traits/campaign-traits/carrion-crown/on-the-payroll/,CCR
Optimistic Gambler (3.5E),Campaign Trait,"Effects that grant you <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Morale-Bonus"">morale bonuses</a> persist 1d4 rounds longer than they normally would as a result.",http://www.d20pfsrd.com/traits/campaign-traits/second-darkness/optimistic-gambler/,SDK
