Trait List,Trait Name,Benefit,Source,Name,URL
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/jade-regent-traits/friend-of-the-family/"">Friend of the Family</a>","As long as your family friend remains alive, you gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perception"">Perception</a> checks, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perception"">Perception</a> becomes a class skill for you. In addition, you gain a +1 trait bonus on all <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack rolls</a> against foes that threaten your family friend.",JRG,Friend of the Family,http://www.d20pfsrd.com/traits/campaign-traits/jade-regent-traits/friend-of-the-family/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/serpent-s-skull/get-the-cargo-through/"">Get the Cargo Through</a>","Your character’s history as a merchant or mercenary has earned her a respectable living, and you begin the campaign with an additional 300 gp in starting wealth.",SKL,Get the Cargo Through,http://www.d20pfsrd.com/traits/campaign-traits/serpent-s-skull/get-the-cargo-through/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/legacy-of-fire/gnoll-killer/"">Gnoll Killer</a>","You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack rolls</a> and weapon damage rolls made against <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/gnoll"">gnolls</a>. If you are a <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/barbarian"">barbarian</a> and you’re fighting <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/gnoll"">gnolls</a>, your <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/barbarian#TOC-Rage-Ex-"">rage</a> lasts 1 round longer than normal. If you’re a <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/ranger"">ranger</a> and you select <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Humanoid"">humanoid</a> (<a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/gnoll"">gnoll</a>) as a <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/ranger#TOC-Favored-Enemy-Ex-"">favored enemy</a>, your trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack rolls</a> and weapon damage rolls against <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/gnoll"">gnolls</a> increases to +2. If you’re a spellcaster, you gain a +1 trait bonus to spell save DCs for damaging spells against <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/gnoll"">gnolls</a>.",LOF,Gnoll Killer,http://www.d20pfsrd.com/traits/campaign-traits/legacy-of-fire/gnoll-killer/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/jade-regent-traits/hero-worship/"">Hero Worship</a>","You admire an NPC as a hero to respect and attempt to model your life after. You gain one of the following benefits depending on the NPC chosen (consult your GM for details). <p style=""font-weight:normal;margin-left:40px"">A +2 bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Concentration"">concentration</a> checks. </p><p style=""font-weight:normal;margin-left:40px"">A +1 bonus to your AC against <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attacks-of-Opportunity"">attacks of opportunity</a>.</p>",JRG,Hero Worship,http://www.d20pfsrd.com/traits/campaign-traits/jade-regent-traits/hero-worship/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/council-of-thieves/infernal-bastard/"">Infernal Bastard</a>","You lack a tiefling’s standard resistances to cold, electricity, and fire—instead, you merely have a +2 bonus on all saving throws made against these effects. Likewise, you do not have the ability to use darkness as a spell-like ability once per day—instead, you may choose any one 0-level spell that you can instead use at will as a spell-like ability. <b>Prerequisite: </b>: Tiefling.",COT,Infernal Bastard,http://www.d20pfsrd.com/traits/campaign-traits/council-of-thieves/infernal-bastard/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/mummy-s-mask/inquisitive-archaeologist/"">Inquisitive Archaeologist</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (engineering) checks, and that skill is always a class skill for you. In addition, you gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perception"">Perception</a> checks to find concealed or secret doors in ancient structures.",MUM,Inquisitive Archaeologist,http://www.d20pfsrd.com/traits/campaign-traits/mummy-s-mask/inquisitive-archaeologist/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/carrion-crown/inspired-by-greatness/"">Inspired by Greatness</a>","Choose one spell you can cast. From now on, you always cast this spell at +1 caster level.",CCR,Inspired by Greatness,http://www.d20pfsrd.com/traits/campaign-traits/carrion-crown/inspired-by-greatness/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/second-darkness/into-enemy-territory/"">Into Enemy Territory</a>","Choose <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Fortitude"">Fortitude</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Reflex"">Reflex</a>, or <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Will"">Will</a>. You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws of that type.",SDK,Into Enemy Territory,http://www.d20pfsrd.com/traits/campaign-traits/second-darkness/into-enemy-territory/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/serpent-s-skull/jungle-scholar/"">Jungle Scholar</a>","You gain Polyglot as a bonus language and receive a +1 trait bonus on all <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (history) checks regarding the jungle.",SKL,Jungle Scholar,http://www.d20pfsrd.com/traits/campaign-traits/serpent-s-skull/jungle-scholar/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/local-ties/"">Local Ties</a>","Choose <a target=""_top"" href=""http://www.d20pfsrd.com/skills/disable-device"">Disable Device</a> or <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (engineering). You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on checks with this skill, and it is a class skill for you. In addition, you are treated as if you possessed the <a target=""_top"" href=""http://www.d20pfsrd.com/feats/general-feats/technologist"">Technologist</a> feat for the purposes of resolving checks associated with that skill. If you gain the <a target=""_top"" href=""http://www.d20pfsrd.com/feats/general-feats/technologist"">Technologist</a> feat, your <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> for the selected skill increases to +3.",STR,Local Ties,http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/local-ties/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/second-darkness/looking-for-work/"">Looking for Work</a>","Choose one of the following skills: <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/craft"">Craft</a> (any), <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perform"">Perform</a> (any), <a target=""_top"" href=""http://www.d20pfsrd.com/skills/profession"">Profession</a> (gambler), or <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perception"">Perception</a>. You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> in that skill, and that skill is always considered a class skill for you.",SDK,Looking for Work,http://www.d20pfsrd.com/traits/campaign-traits/second-darkness/looking-for-work/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/curse-of-the-crimson-throne/love-lost/"">Love Lost</a>","Someone you loved was knifed to death in a dark alley one night. You were called to the scene by the guard to identify the body, and as rough as that was for you, you also noticed a ring was missing from the body. Whoever murdered your loved one stole that ring—you’re convinced of it. You’ve done some investigation on your own and recently found the ring for sale at a local merchant. Although, to your great frustration, you can’t afford yet to buy it back, the merchant did tell you from whom he purchased the ring. It seems likely this criminal is the one who killed your loved one, or at the very least knows who did. The only problem is finding him. Orphaned: The murder victim was your only surviving parent. You had to grow up fast to take care of your siblings or to handle your family’s matters and were forced from an early age to support yourself. You gain a +2 bonus on one of the following skills: Craft, Perform, or Profession. Widowed: The murder victim was a lover. With your lover’s death, a part of you died as well, leaving you haunted, grim, and prone to dark musings. You gain a +2 bonus on Intimidate checks.",CCT,Love Lost,http://www.d20pfsrd.com/traits/campaign-traits/curse-of-the-crimson-throne/love-lost/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/carrion-crown/making-good-on-promises/"">Making Good on Promises</a>",You gain a +2 trait bonus on saves against fear effects.,CCR,Making Good on Promises,http://www.d20pfsrd.com/traits/campaign-traits/carrion-crown/making-good-on-promises/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/curse-of-the-crimson-throne/missing-child/"">Missing Child</a>","You suspect that a child you know has been abducted. Missing Sibling: The missing child is a brother or sister. Although everyone else has given up hope, you believe your sibling still lives out there. Your constant search for the missing sibling has developed into great skill at rumor mongering and finding information from others. Diplomacy and Sense Motive are always class skills for you. Missing Son or Daughter: The missing child is your own son or daughter, a niece or nephew, or the son or daughter of your superior or employer and one you had been charged with protecting. The child was abducted during a trip to the market or some other daily event. Long hours spent searching for rumors and your stubborn will to continue grant you a +1 bonus on Will saves.",CCT,Missing Child,http://www.d20pfsrd.com/traits/campaign-traits/curse-of-the-crimson-throne/missing-child/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/legacy-of-fire/missionary/"">Missionary</a>","Choose one of the following skills: <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (religion), <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perform"">Perform</a> (any), or <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a>. You gain a +1 trait bonus on checks using that skill, and it is always considered a class skill for you.",LOF,Missionary,http://www.d20pfsrd.com/traits/campaign-traits/legacy-of-fire/missionary/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/monument-scholar/"">Monument Scholar</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (history) checks made in your home city . This bonus increases to +2 if the check relates to that city. Additionally, you gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on any skill check made to receive a boon from one of the cities magically imbued monuments.",STR,Monument Scholar,http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/monument-scholar/
Campaign Trait,"<a href=""http://www.d20pfsrd.com/traits/campaign-traits/mummy-s-mask/mummy-cursed/"">Mummy-Cursed</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against curses and curse effects (including <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listings/undead/mummy"">mummy</a> rot and spells with the <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Magic-Descriptor-Curse"">curse descriptor</a>) and a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against a <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listings/undead/mummy"">mummy's</a> aura of despair.",MUM,Mummy-Cursed,http://www.d20pfsrd.com/traits/campaign-traits/mummy-s-mask/mummy-cursed/
